kw,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
radiography,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0007440476190476191,0.00022935779816513757,0,0.0008474576271186442,0,0,0.0007651841224294596,0,0.0005606728073688426,0,0,0,0,0.00038684719535783365,0.0020380434782608695,0.00046728971962616824,0.0026124818577648768,0.0014490014490014492,0.001489514009771088,0.001843825645209718,0.0006816800488838315,0.002024099310626825,0.0033865923420234845,0.0028086187817295103,0.004520340688306158,0.005418348862843879,0.002394429827609462,0.003513331404506396,0.004235510256145139,0.0017620757679525996,0.00248313878716458,0.007671625374106888,0.0034963946410082243,0.0030596370673856687,0.0036528567988926897,0.0024313877586409774,0.0027709088554789883,0.0018097726704316723,0.002709130900620262,0.0026839200226297004,0.0031992564098287353,0.0023454015244695546,0.0023559943008345206,0.0019189278608008425,0.003007993468519785,0.003592011436839023,0.003226307753145013,0.001618849894093549,0.0021742839357405644,0.0006306544668613635,0.0014334405182156046,0.001159138038409362,0.000524286147580051,0.0027451214115652616,0.0005723124989180035,0.0009493806762714324,0.0014209784855445497,0.0009560373775119545,0.0017650023883404415,0.0003532306343311128,0.001189002766153628,0.0015260909220226524,0.0013653454785597095,0.0013996008813221843,0.0009126141306975638,0.0012842519885914291,0.001450019432876044,0.0009499724344662015,0.0020140604002604674,0.0005865862545433748,0.0009379043320998614,0.0002964237903996941
radionuclide imaging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9637532971755438e-05,0,0,9.411283310316608e-05,5.5260831122900086e-05,5.673758865248227e-05,2.4430763217042894e-05,0,5.686988171064605e-05,5.076923076923075e-05,2.793140048042009e-05,7.52558699578567e-05,0.00016805258178558986,0,0.0003000300030003,0.0006296741875795886,0,0.00013283740701381508,0.00040030001781873794,0.000705369436372476,0.0010473397570171766,0.0010871426125663413,6.823144104803493e-05,0.0008330129437395874,0.0003914277326548586,0.0002249212775528565,0.0006801771385644862,0,0.0003923525458650065,0.0006446683134934756,0.00027618135376756073,0.000427807486631016,0,0.00016543965588551577,0.00023494292268995827,0,0.000249466258238188,8.488964346349744e-05,0.0002313705170230512,0.0004972600636759867,6.64540138224349e-05,0.0005019450370184466,0.00017379214459506425,0,0.0008373699529191682,0.00048095697516826314,0,0.00018216952696179065,0.0003169809987991807,0.00012759984688018376,0.00021208907741251327,0.00015637438871829868,0
"reagent kits, diagnostic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.253549026081217e-05,0.0003036283588887202,5.387060281204545e-05,0.0002880584858056698,0.00031401882574903106,0,4.5487627365356625e-05,0,0,0.0002484357747515642,0.00011494252873563218,5.201019399802362e-05,0.0001374781652325807,0.00019922453433091728,0.00016967706622879035,0,0.00019908188120667042,9.578085340740388e-05,0.0002890830032438424,0.00010562530178657653,0.0004686786995499955,0.0004449735112427959,9.205560158335636e-05,3.4533964153745214e-05,0.00012591286829513975,0.0003180176995695827,0.00026606124225927465,0.0006724185503602327,0.00017533583867392711,0.0001911051380211518,8.757494444677373e-05,0.0002619012233359345,4.662004662004662e-05,0.0001050420168067227,0.00020629530056577653,0.0002139144799735471,3.650967506389193e-05
reagins,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016666666666666668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00030581039755351685,0,0,0,0.0015835777126099709,0.0005260640841702535,0.00185721177038109,0.0002447381302006853,0.0002679528403001072,0.0025552065263256597,0.002357477913033469,0.0008940335027291549,0.0042367443431273214,0.00196256038647343,0.0024497309544038513,0.0023942252715837622,0.002063477063477063,0.0004676563223537426,0.00038356824493946437,0.00019400523814142986,0,0,0,0,0,0,0,0,6.051803437424353e-05,0.00016476309306715298,0.0006008611271769167,0.0009037475665110327,0.00030300649112530306,0.0003852353926670663,0.0006082253049970908,0.0001889243121974259,0.00034402365518025705,0.0006110716937138162,0.00016405881508520806,5.231219920485457e-05,0.00013023825940396843,0.00011799514449980383,7.688759034291864e-05,0.00024688204224215305,0,8.22931857414616e-05,0,0.0001940435451073749,0.00020450115186957296,0.00013368983957219252,4.6842795578040096e-05,4.135991397137894e-05,0.00012218173982879866,0.00010726887791107976,0.0002126901932717979,7.920506912442397e-05,0.00010240800828315687,9.286979898576403e-05,6.379585326953747e-05,9.176182707993474e-05,0.00024012950550905275,0.00021641899832562284,0.00018150480797826698,0.00010957511311440716,0.00027468295452284406,9.340208360416566e-05,0.0003332547609817655,0.00023856279928370422,0.00018613065834075128,7.253730385767233e-05,2.281854691493246e-05
recombinant proteins,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004134102796766552,6.78472080873872e-05,0.00017299707827156695,0.0002527018158637843,5.473453749315818e-05,0.00010104837691044589,0,0.00010276258267561093,3.1928480204342283e-05,0.00011103089040900324,0.00010992689980389614,6.999370056694895e-05,0.00021321630920913216,0.00014856862323954468,0.00019116232351526472,0.00018442610873361224,0.00017401738720362536,0.00018467889402423913,0.00016527959670877945,0.00012156102481657484,0.0001365443480465849,3.300983693140556e-05,0.0002045688698684419,0.00017645888245499932,8.92331712003843e-05,0.0001222843860849848,7.292827945001858e-05,9.198090814142875e-05,3.472352358884703e-05,0.00013205328312705102,0.0001703784836314957
rectal diseases,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002631232732535193,0,0,0,0,0,0,0.0004180602006688964,0,0,0,0,8.019567745298527e-05,7.417847340701726e-05,0.0004132231404958678,0,5.52608311229001e-05,0,8.795074758135444e-05,0.0001335821987995901,0,0.00020444444444444446,6.601967386281112e-05,3.941974140649639e-05,0.0002490697280624708,0,0.00020498944304368327,0,0.00023581568645946328,0.00018095498169064597,7.873395795606648e-05,0.0001375345555570837,7.403355365170504e-05,0.00014372088413123203,9.275908325484491e-05,0,0,7.785736530675801e-05,0.00014074595355383532,8.037939072421832e-05,0.00010513036164844407,0,0,4.613610149942329e-05,0,8.852144483467078e-05,0,4.36871996505024e-05,0,5.3763440860215054e-05,0,2.647603918453799e-05,0,6.274312962730583e-05,7.530992932452786e-05,0,0.00010401806942463151,0.0002057262847251781,0.00019191468401548434,3.402054841124039e-05,2.24134839519455e-05,4.9299940840070995e-05,3.7873049537948804e-05,5.420231834660239e-05,0
recurrence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011961722488038277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0007747196738022427,0.0010830202727857311,0.0006053268765133171,0.0009672570420233971,0.0009739454094292806,0.0009064823268553541,0,0,0,0.0010314595152140279,0.0006790123456790124,0.0021818760949195736,0.000303951367781155,0,0.0022251891410769915,0,0.000594000594000594,0.0016930986812469903,0.0002488611895564861,0,6.0606060606060584e-05,0,0,0,0.00011779117979645687,0.000258700566287716,0.00024462997193888913,0.0006519306184012068,0.000396227523962676,0.0003870742177861383,0.000527777348969402,0.0004831244600750332,0.002744378446226125,0.0010285228079504024,0.0013171078479712664,0.0006384172563768739,0.0010716016812109292,0.0009639563970870961,0.00042227227071711855,0.0004893312791766553,0.0009361220893052654,0.0005555259397107555,0.0007104982144886277,0.0009159782267094243,0.0007147437867519004,0.00015705709898087392,0.0001802234771116184,0.0001363884342607747,0.00022462911971645976,0.00018636788048552753,0.00019340903615777143,0.000288157146664881,0.00026037396718186525,0.00015849521474823268,0.00020831601561719696,0.00018011222648319422,0.00013179300412442484,0.00011252316653428646,0.0001407909521077817,0.0001792660846494452,0.00019358864979302938,5.847153079637055e-05,0,6.512301013024604e-05,0.0001288654397755585,0.00011847637175861742,0.00018371585679277988,0.00012236091554506897,0.0001966150176072256,5.4020243375412266e-05,4.563709382986491e-05
referral and consultation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00028756290438533436,0,0,0.0002631232732535193,0,0,0,0,0.0006901311249137336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.200000000000001e-05,0,0,0,0,0,0,0,0.0001250234418953554,0.00011372682815876265,0,0.0002172260236776366,6.27746390458255e-05,0.000242600679281902,0,6.727664155005382e-05,0.00010654165778819518,6.568144499178983e-05,5.201019399802361e-05,0.00013357740068272892,7.07951128534998e-05,0,5.602240896358544e-05,7.449061101319912e-05,9.844143266872062e-05,0.0002833551129005675,6.116207951070338e-05,0.00015664160401002505,3.6656891495601166e-05,0,0.0002382894092000292,0,0.00014435899427742821,0.00012063219448363285,3.300983693140557e-05,3.1011598337778336e-05,0.000181740594186325,4.719324391455538e-05,0,0.00010903526423094575,9.413486979419164e-05,6.65188470066519e-05,2.8431707039690663e-05,2.190580503833516e-05
registries,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.898454746136865e-05,0,0.00010645092612305728,9.167583425009168e-05,0.00010872992573746072,0.00015406624848684935,4.830451164138732e-05,0,0,3.054740957966766e-05,0,0,6.0705396709767496e-05,0.0004016364916597198,0,0,0,3.656708231250229e-05,0.00013752500454628115,3.6489691662105454e-05,0,0,4.135991397137894e-05,0.0001188504477978162,7.97766254487435e-05,0,5.040322580645161e-05,9.289247068865959e-05,8.825346394845998e-05,7.880664227413454e-05,5.82614775110697e-05,4.562043795620438e-05,0.00011966065887634517,8.678078934854968e-05,8.769238121580298e-05,5.4644808743169406e-05,6.611901422560611e-05,5.9337311165942315e-05,1.6946854663774397e-05,4.01571184441645e-05,0.00010682711168497251,0
rehabilitation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2812252442566656e-05,4.544421722335833e-05,0,0,0,0.0001473622163277336,0,0,3.279548734094188e-05,3.062224399804019e-05,7.478260869565218e-05,5.379380833266093e-05,0,0,0,0,0,0.0001950838860710105,0.0001118630795905811,0.00036217620659790574,0,0,0,0.0001559575795383656,0,0,4.4006336912515395e-05,8.56714499892911e-05,0.0003080603798344475,0,0.00023121086950874184,0.00013326669998334168,9.07770515613653e-05,7.847689129308015e-05,3.370067064334581e-05,0.0003371628371628371,7.152387109197697e-05,0.0004520904455927197,0.0003913662239089184,0.00014462657013463584,0,0,0.00014565369377767424,0,0,6.793016778751441e-05,1.808972503617944e-05,0,3.711332553953499e-05,0,9.827382387035319e-05,5.596795098385767e-05,0,3.9117508997027074e-05
rheumatic diseases,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002369106846718787,0,0,0,0,0.0002631232732535193,0,0,0,0.00026455026455026457,0.00041407867494824016,0.000303951367781155,0.0006793478260869565,0,0,0,5.962673662870431e-05,0.0002955408076799008,0,0.00017421175315912157,5.9672992003819076e-05,6.315523556902867e-05,6.208025283593886e-05,0.000113269902188108,6.285305740841132e-05,0,2.5806451612903232e-05,5.5781840379737486e-05,3.183902190524707e-05,0,0.00021142336716107208,0,0.00039597109026603104,0,0,7.873395795606646e-05,5.332480136511492e-05,0,0,0,0,0,0,4.2835724994645534e-05,0,0,3.8968124074507054e-05,0,0,0,0,0,4.5871559633027516e-05,5.511463844797179e-05,0,0,0,0,7.415097137772506e-05,5.614823133071309e-05,0,0,4.0199388969287666e-05,0,0,5.827505827505827e-05,0,3.534817956875221e-05,0,0
rubella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003738317757009346,0,0,0,0,0,0,0,0,0,0,0,0,0,8.905595509923009e-05,6.736436906050763e-05,0,0.00011330698287220028,0.0001271155435338271,9.906015653142093e-05,0.00013551062599214897,2.5867866935692496e-05,0.0002676035160024682,0.0001577898013073686,0.00023319177482431343,0.00031023801998078645,0.00028033723791521343,0.00014019596452499904,0.0002093534880420126,0.00017891899080017896,0.00014456215889562448,0.00020168092569660027,0.0002799617039787072,0.0002988519836768086,0.00031923549508937045,0.00013090526287007226,4.093998198640792e-05,0.0003875879572558498,7.208765859284893e-05,0,5.3270828894097596e-05,9.578544061302684e-05,0.00020428448420334826,5.256518082422203e-05,0.00015529943564987372,2.5542784163473813e-05,3.137254901960786e-05,2.342139778902004e-05,5.686988171064603e-05,5.141916906622789e-05,0,0,0.00021474274535058445,9.123367656921924e-05,5.757074859537129e-05,7.937562762124167e-05,0.00020810079848888131,0,2.5936300446104367e-05,3.1011598337778336e-05,3.445661911653229e-05,0.00014259969651849415,0.0001282387749013591,0,0,6.60350607328338e-05,3.811809550700596e-05,9.689106074648245e-05
sarcoidosis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0020871985157699443,0,0,0.0003852080123266564,0.00046728971962616824,0.0004608294930875576,0,0.00010719837058476712,0,0.00016923337282112033,0,0,0.00041407867494824016,0,0,0,0.0006646655231560892,0,0.00025845727074955566,0.00026799000778268814,0.00024827631385008434,0.0003257319847708864,0.0002133503207617064,0.00013155706573229312,0.00014660948055952684,0.00013518921218938729,0.00021344587931018745,0.00013035719146387936,0.000284311348781937,1.9627470607862755e-05,0.0001273560876209883,0.00020869807921646238,0.00014526949692733002,0,0.00012312065120271287,5.364806866952791e-05,0.00011844326074296826,0.0002644148754691232,0.00016524985235873848,5.144826876575604e-05,3.923414940364093e-05,7.564967418467916e-05,0.00013887120852669222,0.00011960291831120682,0,8.956560680698613e-05,6.315523556902868e-05,0.00017275807966791104,0.0001363884342607747,6.487056295485414e-05,0,0.00012178735188120045,0,4.37062937062937e-05,7.057163020465775e-05,3.834061805076298e-05,8.776091081593929e-05,0.00017888077125856748,6.619009796134498e-05,0,0.0004078303425774878,4.293688278231001e-05,0.00011296699749858791,2.971944840703757e-05,2.679959264619177e-05,4.83811745394069e-05,8.229476532679493e-05,3.430912521821614e-05,3.873566780291292e-05,0.00021455825172062462,5.642600320184762e-05,0.00035310071454649767
scabies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00040584415584415587,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00024703557312252963,0,0,0,0.00010269049086054634,4.260395364689842e-05,0,0,6.318316800404372e-05,6.315523556902868e-05,0.00021032784487102384,2.931691586045148e-05,0,4.6834020232296726e-05,3.333333333333333e-05,0.00013505077144568032,9.849075858289794e-05,5.255965520866185e-05,0.00016213294901819497,0.00015035844243765039,0,0.00013618355893034003,0,0.0003394890471567077,4.6053237542599246e-05,9.775171065493646e-05,4.955892556249381e-05,0,5.2427388067526496e-05,0,0,5.795421616922633e-05,0,0,0,0.0001469622331691297,0,0,0,0,3.669724770642202e-05,4.9928412501511925e-05,0,5.5233360950013806e-05,6.878578807747616e-05,7.821860000152621e-05,0,0,0,5.4866673982223194e-05,6.578081831337981e-05,3.2786885245901635e-05,0,0,0,0.00011142360951019719,0,0
secondary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011904761904761906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027777777777777776,0,0,0,0,0,0,0.0014619883040935667,0.00154320987654321,0.004166666666666667,0.001388888888888889,0.0019230769230769232,0.0036231884057971015,0,0,0.0018518518518518521,0,0,0,0,0,0.005555555555555555,0.0017006802721088437,0,0,0.0025284450063211127,0,0,0.005747126436781609,0,0,0,0,0,0,0,0,0,0,0,0.0024213075060532693,0,0,0,0.003720238095238095,0.0013251783893985728,0,0.004207021791767554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002127659574468085,0,0,0,0,0.00012103606874848706,0,0,0,0,3.075503613716746e-05,0,0,0,0,6.10948191593353e-05,0,0,0.00012815583749839802,0,0,0,0,0.00040850654811966835,0,6.385696040868457e-05,0.00015686274509803922,0.00012045290291496027,0.0006066120715802245,2.3003312476996687e-05,0.00022935779816513763,0,0,0,0,0.00011392116655274552,0,0,0.00024207213749697412,5.7061340941512125e-05,2.7830346209506853e-05,0,0,0.00021246114996114994,0.00039630143610149275,0.0002847065332657108,0.00041329363233150336,0.001036218862067712
sensitivity and specificity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001059322033898305,0.0003738317757009346,0.0018610421836228286,0.0021955567149254383,0.000361794500723589,0.0006642892105447172,0.0013855026716763051,0.0019053349378259127,0,0.0008365225756530104,0.00060790273556231,0.00027173913043478256,0.00027487630566245185,0.0009827044025157233,0,0.00025525922013907226,0,0.0006125022518465141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00031629554655870446,0.000511172778478975,0.0004072568214997702,0.0003500342129270133,0.0005190776671955068,0.0007035267886092473,0.00034342868460515523,0.0007081874967263616,0.0005513397290611026,0.000988722457063898,0.0008343185488248277,0.0009961291131732866,0.0006904243708301357,0.0004102386362666309,0.0005370202182702163,0.0006956990658232871,0.0006315679930130004,0.0008742795254545117,0.0008966097294196318,0.0007640388186975767,0.001037181948969362,0.0007148629669594395,0.0007206186446594467,0.0006414214398462712,0.0008241067192430161,0.0006447027819901168,0.0006489956108098727,9.182736455463728e-05
simplexvirus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00022927891780350797,0,0,0,4.7281323877068546e-05,7.570851898028682e-05,0,5.716152212967499e-05,0.0001636603586260337,2.4207213749697406e-05,0.00013255646119884532,3.6387453605996666e-05,0.00012464001994240317,5.23861910000524e-05,0.0001674440856356895,0,0,0,0,6.516780710329097e-05,0.00012752605243948422,0,5.492393035645632e-05,0,4.217273954116058e-05,0.00021927706351748203,7.688463460577404e-05,6.660432849777202e-05,0,0,0,3.242962770787391e-05,3.0330603579011233e-05,7.38485652278756e-05,0.00013294861839626155,2.7557319223985903e-05,0,0,0,4.4302675881623256e-05,7.021254982103267e-05,2.4330900243308992e-05,5.174291938997822e-05,0,0,2.9806259314456036e-05,2.55154113084303e-05,5.182564471102021e-05,2.3578232575686134e-05,0,0,0
